qid,label,description,image_url,artist_name,artist_qid,artist_gender,birth_year,death_year,nationality,inventory,collection,location,inception,genre,depicts,material,height_cm,width_cm,local_filename,image_local_path,commons_file_title,commons_artist,commons_license,commons_license_url,commons_attribution,commons_credit,commons_usage_terms,image_width,image_height,image_mime,image_sha1
Q3869770,Nahshon,,http://commons.wikimedia.org/wiki/Special:FilePath/Michelangelo%20Sistine%20Chapel%20ceiling%20-%20Naason%20restored.jpg,Michelangelo,Q5592,male,,,,,Vatican Museums,Vatican Museums,1511,religious art,,fresco,,650,M_115_Michelangelo_Nahshon_1511.jpg,male_paintings\M_115_Michelangelo_Nahshon_1511.jpg,File:Michelangelo Sistine Chapel ceiling - Naason restored.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Michelangelo"" class=""extiw"" title=""w:en:Michelangelo""><span title=""Italian artist and architect (1475–1564)"">Michelangelo</span></a></bdi>",Public domain,,,"<p><a rel=""nofollow"" class=""external text"" href=""http://www.zeno.org/Kunstwerke/B/Michelangelo+Buonarroti%3A+Sixtinische+Kapelle%3A+Die+Vorfahren+Christi%3A+Naason+%5B1%5D?hl=sixtinische+kapelle"">Zeno.org</a> (<a rel=""nofollow"" class=""external text"" href=""http://www.zeno.org/Kunstwerke.images/I/77j314a.jpg"">descr.</a>)
</p>
3936122202. Distributed by DIRECTMEDIA Publishing GmbH.",Public domain,2048,1354,image/jpeg,11177964140861ba6c4711649d674ab67d63743b
Q115597692,Cathedral,,http://commons.wikimedia.org/wiki/Special:FilePath/Duccio%20di%20Buoninsegna%20047.jpg,Duccio di Buoninsegna,Q15792,male,,,,,Museo dell'Opera Metropolitana del Duomo,Museo dell'Opera Metropolitana del Duomo,,,,,41.5,54,M_116_Duccio_di_Buoninsegna_Cathedral_undated.jpg,male_paintings\M_116_Duccio_di_Buoninsegna_Cathedral_undated.jpg,File:Duccio di Buoninsegna 047.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Duccio"" class=""extiw"" title=""w:en:Duccio""><span title=""Italian painter"">Duccio di Buoninsegna</span></a></bdi>",Public domain,,,"<cite class=""book"" style=""font-style:normal"">The Yorck Project (2002)      <i> 10.000 Meisterwerke der Malerei</i> (DVD-ROM), distributed by <a href=""//commons.wikimedia.org/wiki/Commons:10,000_paintings_from_Directmedia"" title=""Commons:10,000 paintings from Directmedia"">DIRECTMEDIA</a> Publishing GmbH.  <small><span lang=""en"" dir=""ltr""><a href=""https://en.wikipedia.org/wiki/ISBN"" class=""extiw"" title=""en:ISBN""><span lang=""en"" dir=""ltr"">ISBN</span></a></span>:  <a href=""//commons.wikimedia.org/wiki/Special:BookSources/3936122202"" title=""Special:BookSources/3936122202"">3936122202</a>. </small></cite>",Public domain,2024,1556,image/jpeg,baae879f631509a62cfff1c3aa3576d649d9a69b
Q18599367,Pigs. Study for During Fasting Time,,http://commons.wikimedia.org/wiki/Special:FilePath/Pigs.%20Study%20for%20During%20Fasting%20Time%20%28Carl%20Gustaf%20Hellqvist%29%20-%20Nationalmuseum%20-%2020634.tif,Carl Gustaf Hellqvist,Q63596,male,,,,NM 3581,Nationalmuseum,Nationalmuseum,1884,,,,23,25.5,M_117_Carl_Gustaf_Hellqvist_Pigs_Study_for_During_Fasting_Time_1884.jpg,male_paintings\M_117_Carl_Gustaf_Hellqvist_Pigs_Study_for_During_Fasting_Time_1884.jpg,File:Pigs. Study for During Fasting Time (Carl Gustaf Hellqvist) - Nationalmuseum - 20634.tif,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Carl_Gustaf_Hellqvist"" class=""extiw"" title=""w:en:Carl Gustaf Hellqvist""><span title=""Swedish artist (1851-1890)"">Carl Gustaf Hellqvist</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""http://collection.nationalmuseum.se/eMuseumPlus?service=ExternalInterface&amp;module=collection&amp;objectId=20634&amp;viewType=detailView"">  Bodil Karlsson / Nationalmuseum</a>",Public domain,2048,1329,image/tiff,11c77b6d11a3eafb2b03c58e34628c09081c4a18
Q117215681,Conversion of Saint Paul,,http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%20Sustris%20-%20Conversion%20of%20Saint%20Paul%20-%20O%2011733%20-%20National%20Gallery%20Prague.jpg,Friedrich Sustris,Q67350,male,,,,O 11733,National Gallery Prague,National Gallery Prague,,religious art,,copper,22,27.6,M_118_Friedrich_Sustris_Conversion_of_Saint_Paul_undated.jpg,male_paintings\M_118_Friedrich_Sustris_Conversion_of_Saint_Paul_undated.jpg,File:Friedrich Sustris - Conversion of Saint Paul - O 11733 - National Gallery Prague.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Friedrich_Sustris"" class=""extiw"" title=""w:en:Friedrich Sustris""><span title=""German-Dutch painter, decorator and architect (1540-1599)"">Friedrich Sustris</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""https://sbirky.ngprague.cz/en/dielo/CZE:NG.O_11733"">National Gallery Prague</a> <span class=""mw-valign-text-top"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg"" class=""mw-file-description"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",Public domain,800,629,image/jpeg,62ac2ed96f6616953d7f95f2a42b24bab954dac7
Q111821835,Entry of Christ into Jerusalem,,http://commons.wikimedia.org/wiki/Special:FilePath/Entry%20of%20Jesus%20into%20Jerusalem%20by%20Wilhelm%20Morgner.jpg,Wilhelm Morgner,Q69538,male,,,,,Museum Ostwall,Museum Ostwall,1912,religious art,,oil paint,119,171,M_119_Wilhelm_Morgner_Entry_of_Christ_into_Jerusalem_1912.jpg,male_paintings\M_119_Wilhelm_Morgner_Entry_of_Christ_into_Jerusalem_1912.jpg,File:Entry of Jesus into Jerusalem by Wilhelm Morgner.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Wilhelm_Morgner"" class=""extiw"" title=""w:en:Wilhelm Morgner""><span title=""German painter (1891-1917)"">Wilhelm Morgner</span></a></bdi>",Public domain,,,"<cite class=""book"" style=""font-style:normal"">The Yorck Project (2002)      <i> 10.000 Meisterwerke der Malerei</i> (DVD-ROM), distributed by <a href=""//commons.wikimedia.org/wiki/Commons:10,000_paintings_from_Directmedia"" title=""Commons:10,000 paintings from Directmedia"">DIRECTMEDIA</a> Publishing GmbH.  <small><span lang=""en"" dir=""ltr""><a href=""https://en.wikipedia.org/wiki/ISBN"" class=""extiw"" title=""en:ISBN""><span lang=""en"" dir=""ltr"">ISBN</span></a></span>:  <a href=""//commons.wikimedia.org/wiki/Special:BookSources/3936122202"" title=""Special:BookSources/3936122202"">3936122202</a>. </small></cite>",Public domain,2048,1439,image/jpeg,44c0f94000572c79c629f82c38675181653fa4bf
Q111635657,Behind the Scenes,,http://commons.wikimedia.org/wiki/Special:FilePath/1870%20Gruetzner%20Hinter%20den%20Kulissen%20anagoria.JPG,Eduard von Grützner,Q71509,male,,,,Gm1654,Munich Central Collecting Point,Germanisches Nationalmuseum,1870,genre art,,oil paint,77,133.5,M_120_Eduard_von_Grützner_Behind_the_Scenes_1870.jpg,male_paintings\M_120_Eduard_von_Grützner_Behind_the_Scenes_1870.jpg,File:1870 Gruetzner Hinter den Kulissen anagoria.JPG,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Eduard_von_Gr%C3%BCtzner"" class=""extiw"" title=""w:en:Eduard von Grützner""><span title=""German painter and professor of art (1846-1925)"">Eduard von Grützner</span></a></bdi>",Public domain,,,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Germanisches_Nationalmuseum"" class=""extiw"" title=""w:en:Germanisches Nationalmuseum""><span title=""museum about German National cultural history in Nuremberg, Germany"">Germanisches Nationalmuseum</span></a>
</bdi>",Public domain,2048,1161,image/jpeg,b8472a980db1f510c6fd8bfa511863d9a06f23cf
Q22245233,Moses Seeing the Promised Land,,http://commons.wikimedia.org/wiki/Special:FilePath/Rohlfs%20-%20Moses%20Seeing%20the%20Promised%20Land.jpg,Christian Rohlfs,Q62992,male,,,,1991-H,Museum of Fine Arts Ghent (MSK),Museum of Fine Arts Ghent (MSK),1912,religious art,,tempera,100.5,80.7,M_121_Christian_Rohlfs_Moses_Seeing_the_Promised_Land_1912.jpg,male_paintings\M_121_Christian_Rohlfs_Moses_Seeing_the_Promised_Land_1912.jpg,File:Rohlfs - Moses Seeing the Promised Land.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Christian_Rohlfs"" class=""extiw"" title=""w:en:Christian Rohlfs""><span title=""German artist (1849-1938)"">Christian Rohlfs</span></a></bdi>",Public domain,,,"<span class=""int-own-work"" lang=""en"">Own work</span>, photo by Szilas in the Museum voor Schone Kunsten, Gent",Public domain,1699,2151,image/jpeg,f2460688be74ba66b13eb8470bf3b0959d7e392f
Q116761903,"Presumed portrait of  Catherine Dugas de Bois Saint-Just, dame d'Épeisses",,http://commons.wikimedia.org/wiki/Special:FilePath/1740s%20portrait%20of%20madame%20la%20marquise%20de%20Gast%20by%20Donatien%20Nonnotte%20.jpg,Donat Nonnotte,Q75281,male,,,,P-F-123,Horvitz Collection,,1753,portrait,,oil paint,100.5,80.5,M_122_Donat_Nonnotte_Presumed_portrait_of_Catherine_Dugas_de_Bois_Saint-Just_dame_dÉpeisses_1753.jpg,male_paintings\M_122_Donat_Nonnotte_Presumed_portrait_of_Catherine_Dugas_de_Bois_Saint-Just_dame_dÉpeisses_1753.jpg,File:1740s portrait of madame la marquise de Gast by Donatien Nonnotte .jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Donat_Nonnotte"" class=""extiw"" title=""w:en:Donat Nonnotte""><span title=""French painter (1708-1785)"">Donat Nonnotte</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""http://www.sothebys.com"">Sotheby's</a>, Sale N08952 (New York, 2013-01-31–2013-02-01)",Public domain,1574,2000,image/jpeg,5956062cbac20c61ff7649e90f1fb7ff9f9119ce
Q24046967,Poppy field,,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Poppy%20field%20-%20Google%20Art%20Project.jpg,Claude Monet,Q5582,male,,,,NK2511,Dienst Verspreide Rijkscollecties,Kunstmuseum Den Haag,1890,landscape painting,,oil paint,73,91.5,M_123_Claude_Monet_Poppy_field_1890.jpg,male_paintings\M_123_Claude_Monet_Poppy_field_1890.jpg,File:Vincent van Gogh - Poppy field - Google Art Project.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Vincent_van_Gogh"" class=""extiw"" title=""w:en:Vincent van Gogh""><span title=""Dutch painter (1853–1890)"">Vincent van Gogh</span></a></bdi>",Public domain,,,"<a href=""https://en.wikipedia.org/wiki/en:Google_Arts_%26_Culture"" class=""extiw"" title=""w:en:Google Arts &amp; Culture""><span title=""app and website exploring partner museums"">Google Arts &amp; Culture</span></a>  — <a rel=""nofollow"" class=""external text"" href=""//www.google.com/culturalinstitute/asset-viewer/DgEIFHy5TuAC1g"">DgEIFHy5TuAC1g</a>",Public domain,2048,1665,image/jpeg,2d750f7fb492ce01dd27645612176e40aa0cc059
Q98347790,The Chapel of the Benavente Family in Medina de Rioseco,,http://commons.wikimedia.org/wiki/Special:FilePath/Genaro%20P%C3%A9rez%20Villaamil%20The%20Chapel%20of%20the%20Benavente%20Family%20in%20Medina%20de%20Rioseco.jpg,Genaro Pérez Villaamil,Q71992,male,,,,Inv. CTB.1996.62,Carmen Thyssen Museum,Carmen Thyssen Museum,1842,church interior,,canvas,96,112,M_124_Genaro_Pérez_Villaamil_The_Chapel_of_the_Benavente_Family_in_Medina_de_Rioseco_1842.jpg,male_paintings\M_124_Genaro_Pérez_Villaamil_The_Chapel_of_the_Benavente_Family_in_Medina_de_Rioseco_1842.jpg,File:Genaro Pérez Villaamil The Chapel of the Benavente Family in Medina de Rioseco.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Jenaro_P%C3%A9rez_Villaamil"" class=""extiw"" title=""w:en:Jenaro Pérez Villaamil""><span title=""Spanish artist (1807-1854)"">Genaro Pérez Villaamil</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external free"" href=""http://www.carmenthyssenmalaga.org/"">http://www.carmenthyssenmalaga.org/</a>",Public domain,2048,1615,image/jpeg,18a4c01307a7ebdcca28c93fd7fa5f948eac98a7
Q18688358,Joseph Reveals Himself to His Brothers,,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20von%20Cornelius%20-%20Joseph%20gibt%20sich%20seinen%20Br%C3%BCdern%20zu%20erkennen%20-%20Google%20Art%20Project.jpg,Peter von Cornelius,Q58833,male,,,,A I 419 (08),Alte Nationalgalerie,Frescoes from the Casa Bartholdy in Rome,1816,religious art,,fresco,236,290,M_125_Peter_von_Cornelius_Joseph_Reveals_Himself_to_His_Brothers_1816.jpg,male_paintings\M_125_Peter_von_Cornelius_Joseph_Reveals_Himself_to_His_Brothers_1816.jpg,File:Peter von Cornelius - Joseph gibt sich seinen Brüdern zu erkennen - Google Art Project.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Peter_von_Cornelius"" class=""extiw"" title=""w:en:Peter von Cornelius""><span title=""painter from Germany (1783-1867)"">Peter von Cornelius</span></a></bdi>",Public domain,,,"<a href=""https://en.wikipedia.org/wiki/en:Google_Arts_%26_Culture"" class=""extiw"" title=""w:en:Google Arts &amp; Culture""><span title=""app and website exploring partner museums"">Google Arts &amp; Culture</span></a>  — <a rel=""nofollow"" class=""external text"" href=""//www.google.com/culturalinstitute/asset-viewer/7AHRu93WQk_rHg"">7AHRu93WQk_rHg</a>",Public domain,2048,1663,image/jpeg,d022692b74792cf01a750ca841cc8f8c8d3542c7
Q211293,Portrait of Luis Buñuel,,http://commons.wikimedia.org/wiki/Special:FilePath/Madrid%20%2849191190833%29.jpg,Peter Paul Rubens,Q5577,male,,,,AS10530,Museo Nacional Centro de Arte Reina Sofía,Museo Nacional Centro de Arte Reina Sofía,1924,portrait,,oil paint,70,60,M_126_Peter_Paul_Rubens_Portrait_of_Luis_Buñuel_1924.jpg,male_paintings\M_126_Peter_Paul_Rubens_Portrait_of_Luis_Buñuel_1924.jpg,File:Madrid (49191190833).jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/32916425@N04"">Jeremy Thompson</a> from Los Angeles, California",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/rollercoasterphilosophy/49191190833/"">Madrid</a>",Creative Commons Attribution 2.0,2048,1365,image/jpeg,aa2ee3ad081fb3a544edc19b3b426856175bcd30
Q55434044,Q55434044,,http://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm%20von%20Hanno%20-%20Baldakin%20-%20NMK.2011.0012.009%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg,Wilhelm von Hanno,Q70903,male,,,,NMK.2011.0012.009,"National Museum of Art, Architecture and Design","National Museum of Art, Architecture and Design",1850,,,watercolor paint,100,64.7,M_127_Wilhelm_von_Hanno_Q55434044_1850.jpg,male_paintings\M_127_Wilhelm_von_Hanno_Q55434044_1850.jpg,"File:Wilhelm von Hanno - Baldakin - NMK.2011.0012.009 - National Museum of Art, Architecture and Design.jpg","<bdi><a href=""https://en.wikipedia.org/wiki/en:Wilhelm_von_Hanno"" class=""extiw"" title=""w:en:Wilhelm von Hanno""><span title=""Architect, painter and sculptor (1826-1882)"">Wilhelm von Hanno</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""https://www.nasjonalmuseet.no/en/collection/object/NMK.2011.0012.009"">Nasjonalmuseet for kunst, arkitektur og design</a>",Public domain,1290,2000,image/jpeg,793c4f03353df592a1802817b08e1baf5d9d3cf1
Q50122018,Esther vor Ahasver,,http://commons.wikimedia.org/wiki/Special:FilePath/Julius%20Schrader%20-%20Esther%20vor%20Ahasver.jpg,Julius Schrader,Q70758,male,,,,W.S. 220,Alte Nationalgalerie,Alte Nationalgalerie,1856,religious art,,oil paint,196.5,251,M_128_Julius_Schrader_Esther_vor_Ahasver_1856.jpg,male_paintings\M_128_Julius_Schrader_Esther_vor_Ahasver_1856.jpg,File:Julius Schrader - Esther vor Ahasver.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Julius_Schrader"" class=""extiw"" title=""w:en:Julius Schrader""><span title=""German artist (1815-1900)"">Julius Schrader</span></a></bdi>",Public domain,,,"<a href=""//commons.wikimedia.org/wiki/User:Ophelia2"" title=""User:Ophelia2"">Ophelia2</a>",Public domain,1024,802,image/jpeg,afd9ba1adbf71ecb860f74dd04db1ee7287dffa5
Q111645154,Conference,,http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Peter%20Hasenclever%20%281810-1853%29%20-%20%22Das%20Examen%22%20%28Hieronymus%20Hobs%20im%20Examen%29%20-%201979%20-%20F%C3%BChrermuseum.jpg,Johann Peter Hasenclever,Q63531,male,,,,1979,Führermuseum,Munich Central Collecting Point,1839,,,,75,90,M_130_Johann_Peter_Hasenclever_Conference_1839.jpg,male_paintings\M_130_Johann_Peter_Hasenclever_Conference_1839.jpg,"File:Johann Peter Hasenclever (1810-1853) - ""Das Examen"" (Hieronymus Hobs im Examen) - 1979 - Führermuseum.jpg","<bdi><a href=""https://en.wikipedia.org/wiki/en:Johann_Peter_Hasenclever"" class=""extiw"" title=""w:en:Johann Peter Hasenclever""><span title=""German painter (1810-1853)"">Johann Peter Hasenclever</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""https://www.dhm.de/datenbank/linzdbv2/queryresult.php?obj_no=LI001987"">Deutsches Historisches Museum</a> <span class=""mw-valign-text-top"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg"" class=""mw-file-description"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",Public domain,647,506,image/jpeg,3645d824ae3f9ec08365afc37612c95d2b3e3e38
Q119033351,The Hay Wain (full-scale study),,http://commons.wikimedia.org/wiki/Special:FilePath/Constable%20-%20The%20Hay%20Wain%20%28full-scale%20study%29%2C%20c.1821%2C%20987-1900.jpg,John Constable,Q159297,male,,,,987-1900,Victoria and Albert Museum,Victoria and Albert Museum,1821,,,canvas,137,188,M_131_John_Constable_The_Hay_Wain_full-scale_study_1821.jpg,male_paintings\M_131_John_Constable_The_Hay_Wain_full-scale_study_1821.jpg,"File:Constable - The Hay Wain (full-scale study), c.1821, 987-1900.jpg","<bdi><a href=""https://en.wikipedia.org/wiki/en:John_Constable"" class=""extiw"" title=""w:en:John Constable""><span title=""English painter (1776-1837)"">John Constable</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external free"" href=""https://artuk.org/discover/artists/constable-john-17761837"">https://artuk.org/discover/artists/constable-john-17761837</a>",Public domain,800,555,image/jpeg,5957680a16d5254b61920201f81b900be074be68
Q131763333,Portrait of James Monroe,,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Monroe%20White%20House%20portrait%201819.jpg,Samuel Finley Breese Morse,Q75698,male,,,,,White House,White House,1819,portrait,,oil paint,75.2,62.6,M_132_Samuel_Finley_Breese_Morse_Portrait_of_James_Monroe_1819.jpg,male_paintings\M_132_Samuel_Finley_Breese_Morse_Portrait_of_James_Monroe_1819.jpg,File:James Monroe White House portrait 1819.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Samuel_Morse"" class=""extiw"" title=""w:en:Samuel Morse""><span title=""American inventor and painter (1791–1872)"">Samuel Finley Breese Morse</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external free"" href=""https://www.whitehousehistory.org/photos/james-monroe"">https://www.whitehousehistory.org/photos/james-monroe</a>",Public domain,2048,2466,image/jpeg,efaf0f1fc95c85f56f52b441f8ca04d4c296f941
Q122984497,König Friedrich I. von Württemberg im Krönungsornat,,http://commons.wikimedia.org/wiki/Special:FilePath/Seele-Friedrich%20I..jpg,Johann Baptist Seele,Q55617,male,,,,,,,,,,oil paint,,,M_133_Johann_Baptist_Seele_König_Friedrich_I_von_Württemberg_im_Krönungsornat_undated.jpg,male_paintings\M_133_Johann_Baptist_Seele_König_Friedrich_I_von_Württemberg_im_Krönungsornat_undated.jpg,File:Seele-Friedrich I..jpg,"<bdi><a href=""https://www.wikidata.org/wiki/Q55617"" class=""extiw"" title=""d:Q55617""><span title=""German painter (1774-1814)"">Johann Baptist Seele</span></a></bdi>",Public domain,,,"eingescannt aus: Hansmartin Decker-Hauff: Frauen im Hause Württemberg, Leinfelden-Echterdingen, 1997",Public domain,1419,1868,image/jpeg,6001447fa14d6ec3f9651e79523c6a0a3cecfa64
Q3904393,Pietà,,http://commons.wikimedia.org/wiki/Special:FilePath/Pieta%20Bellini.jpg,Giovanni Bellini,Q17169,male,,,,228,Pinacoteca di Brera,Pinacoteca di Brera,1460,religious art,,panel,86,107,M_134_Giovanni_Bellini_Pietà_1460.jpg,male_paintings\M_134_Giovanni_Bellini_Pietà_1460.jpg,File:Pieta Bellini.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Giovanni_Bellini"" class=""extiw"" title=""w:en:Giovanni Bellini""><span title=""15th- and 16th-century Italian Renaissance painter"">Giovanni Bellini</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external free"" href=""http://pinacotecabrera.org/collezione-online/opere/pieta-giovanni-bellini/"">http://pinacotecabrera.org/collezione-online/opere/pieta-giovanni-bellini/</a>",Public domain,2048,1621,image/jpeg,c789858debdc531620271c5f7e7cd200f911becd
Q30095998,Auferstehung Christi,,http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20Aldegrever%20-%20Auferstehung%20Christi%20-%207336%20-%20Bavarian%20State%20Painting%20Collections.jpg,Heinrich Aldegrever,Q62514,male,,,,7336,Bavarian State Painting Collections,Alte Pinakothek,,religious art,,,81.7,73,M_135_Heinrich_Aldegrever_Auferstehung_Christi_undated.jpg,male_paintings\M_135_Heinrich_Aldegrever_Auferstehung_Christi_undated.jpg,File:Heinrich Aldegrever - Auferstehung Christi - 7336 - Bavarian State Painting Collections.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Heinrich_Aldegrever"" class=""extiw"" title=""w:en:Heinrich Aldegrever""><span title=""German painter and engraver"">Heinrich Aldegrever</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external free"" href=""https://www.sammlung.pinakothek.de/en/bookmark/artwork/Dn4Z7KmxaK"">https://www.sammlung.pinakothek.de/en/bookmark/artwork/Dn4Z7KmxaK</a>",Public domain,680,768,image/jpeg,ca1ed0bebde8819d1bf46e2b8bc41e3992f32c53
Q131748966,Tote Vögel,,http://commons.wikimedia.org/wiki/Special:FilePath/Tote%20V%C3%B6gel%20-%20Schloss%20Friedenstein%2C%20Gotha%2C%20SG93.tiff,Giovanni Benedetto Castiglione,Q40823,male,,,,SG93,Ducal Museum Gotha,Ducal Museum Gotha,1650,,,lime panel,,,M_136_Giovanni_Benedetto_Castiglione_Tote_Vögel_1650.jpg,male_paintings\M_136_Giovanni_Benedetto_Castiglione_Tote_Vögel_1650.jpg,"File:Tote Vögel - Schloss Friedenstein, Gotha, SG93.tiff","<bdi><a href=""https://www.wikidata.org/wiki/Q95340878"" class=""extiw"" title=""d:Q95340878""><span title=""photographer"">Lutz Ebhardt</span></a></bdi>",Public domain,,,"<bdi><a href=""https://www.wikidata.org/wiki/Q28738569"" class=""extiw"" title=""d:Q28738569""><span title=""organization responsible for the buildings and projects belonging to Friedenstein Castle"">Foundation Friedenstein Stiftung Gotha</span></a>
</bdi>",Public domain,2048,1651,image/tiff,1e604fee599087c2dc9a091f432f325de01925ef
Q119025915,"Scene from Shakespeare's 'The Winter's Tale' (Act II, Scene 1)",,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Hamilton%20%281751-1801%29%20-%20Scene%20from%20Shakespeare%27s%20%27The%20Winter%27s%20Tale%27%20%28Act%20II%2C%20Scene%201%29%20-%20328%20-%20Guildhall%20Art%20Gallery.jpg,William Hamilton,Q15472,male,,,,328,Guildhall Art Gallery,Guildhall Art Gallery,,,,oil paint,79,58,M_137_William_Hamilton_Scene_from_Shakespeares_The_Winters_Tale_Act_II_Scene_1_undated.jpg,male_paintings\M_137_William_Hamilton_Scene_from_Shakespeares_The_Winters_Tale_Act_II_Scene_1_undated.jpg,"File:William Hamilton (1751-1801) - Scene from Shakespeare's 'The Winter's Tale' (Act II, Scene 1) - 328 - Guildhall Art Gallery.jpg","<bdi><a href=""https://en.wikipedia.org/wiki/en:William_Hamilton_(painter)"" class=""extiw"" title=""w:en:William Hamilton (painter)""><span title=""English painter, illustrator (1751–1801)"">William Hamilton</span></a></bdi>",Public domain,,,"<a rel=""nofollow"" class=""external text"" href=""https://artuk.org/discover/artworks/scene-from-shakespeares-the-winters-tale-act-ii-scene-1-50972"">Art UK</a> <span class=""mw-valign-text-top"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg"" class=""mw-file-description"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",Public domain,861,1200,image/jpeg,1f51362bf74e264b35773b6b9614f2b4d716e140
Q18572283,Spring,,http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20Arcimboldo%20-%20Spring%2C%201573.jpg,Pierre-Auguste Renoir,Q7751,male,,,,RF 1964-30,Department of Paintings of the Louvre,Louvre storage (depot),1573,allegory,,oil paint,76,63.5,M_138_Pierre-Auguste_Renoir_Spring_1573.jpg,male_paintings\M_138_Pierre-Auguste_Renoir_Spring_1573.jpg,"File:Giuseppe Arcimboldo - Spring, 1573.jpg","<bdi><a href=""https://en.wikipedia.org/wiki/en:Giuseppe_Arcimboldo"" class=""extiw"" title=""w:en:Giuseppe Arcimboldo""><span title=""Italian painter of the late Renaissance (1527–1593)"">Giuseppe Arcimboldo</span></a></bdi>",Public domain,,,"Unknown source<span style=""display: none;"">Unknown source</span>",Public domain,1026,1229,image/jpeg,6008663b77a8be5f125ee4e5548bd422f70be97a
